,Track Name,Artist Name,Album Name,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Insturmentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
646,Tant de peine,Pépite,Virages,31,0.71,0.636,2,-7.371,1,0.0318,0.00305,0.0939,0.113,0.656,103.994,208667,4
647,Attukalammakku Pongala,P. Jayachandran,Attukalammakku Pongala,0,0.488,0.568,7,-8.845,0,0.0408,0.596,0.0,0.287,0.9,94.245,243252,3
648,Cortigiana Dal Velo,Onna,Onna,12,0.226,0.707,6,-5.111,0,0.034,0.00245,0.00798,0.332,0.488,140.441,447533,4
649,Have I Told You Lately,Rod Stewart,Cupid,44,0.514,0.467,10,-9.996,1,0.0306,0.489,0.0,0.135,0.292,142.824,239773,4
650,Disco Stick,Dj Tameil,It's Me Bitches,18,0.874,0.914,2,-7.892,1,0.0533,0.00808,0.592,0.0837,0.332,131.999,252787,4
651,Figure It Out,ian,Figure It Out,56,0.741,0.573,7,-8.149,0,0.203,0.0016,0.0,0.168,0.335,141.958,94666,4
652,Matter of Time,Vandelux,When The Light Breaks,68,0.702,0.52,7,-8.618,1,0.0546,0.103,0.153,0.115,0.0489,115.07,240010,4
653,Rast Medhal - Prelude in Rast Mode,Brian Keane,Süleyman The Magnificent (Original Soundtrack),6,0.0828,0.13,5,-21.571,1,0.0414,0.961,0.707,0.0671,0.127,53.6,384960,4
654,Are U Down,Jayda G,Both Of Us / Are U Down,26,0.747,0.652,4,-11.639,1,0.123,0.225,0.213,0.0947,0.418,124.022,257842,4
655,Dust in the Wind,Kansas,Point Of Know Return (Expanded Edition),80,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4
656,Dead Embryonic Cells - Industrial Remix,Sepultura,Arise (Expanded Edition),9,0.54,0.852,8,-7.742,0,0.0976,0.00774,0.0477,0.423,0.445,106.056,269640,4
657,"No Good Deed - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,Wicked (Original Broadway Cast Recording / Deluxe Edition),48,0.353,0.546,6,-6.768,1,0.0384,0.71,0.0,0.105,0.272,114.814,211573,4
658,Rey Sol,Vetusta Morla,Un Día en el Mundo,36,0.444,0.876,0,-3.702,1,0.037,0.367,8.38e-06,0.129,0.226,94.942,207720,4
659,Found Magic,DJ Marky,Found Magic,34,0.434,0.968,5,-3.498,1,0.0601,0.000318,0.909,0.423,0.317,174.032,248265,4
660,Do Me a Favour,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),54,0.471,0.735,11,-6.685,0,0.0582,7.84e-05,0.122,0.101,0.636,180.127,205240,4
661,Rain At Night,Silent Chills,Night Rain Thunder,59,0.251,0.203,1,-33.671,1,0.119,0.37,0.886,0.111,0.0771,53.051,121000,4
662,Soul Dreamer - 2024 Edit,Spectrum Vision,Soul Dreamer,22,0.668,0.455,1,-14.986,0,0.0595,0.514,0.844,0.111,0.916,159.931,139000,4
663,Dois Lados,Wesley Safadão,Dois Lados,42,0.67,0.86,1,-4.293,1,0.0515,0.393,0.0,0.101,0.96,160.007,147307,4
664,Heaven Is A Place On Earth,W&W,Heaven Is A Place On Earth,71,0.534,0.867,1,-2.125,0,0.0394,0.0258,7.68e-06,0.17,0.208,127.993,165000,4
665,Candlelit,Devon Rea,Candlelit,24,0.56,0.182,9,-13.233,0,0.0299,0.983,0.863,0.0823,0.0849,128.155,135000,4
666,I Loved You (feat. Melissa Steel),Blonde,I Loved You (feat. Melissa Steel),49,0.647,0.792,10,-6.391,0,0.0504,0.16,0.0,0.0624,0.351,122.432,184705,4
667,in a room7 F760,Aphex Twin,Blackbox Life Recorder 21f / in a room7 F760,38,0.698,0.67,6,-11.221,0,0.0634,0.0754,0.884,0.0887,0.701,156.01,233755,4
668,Swan Dive,convolk,SWAN DIVE,43,0.631,0.605,8,-7.656,1,0.0315,0.0882,0.0,0.147,0.219,141.968,151602,4
669,PROCEED WITH CAUTION !,ruzlxn,PROCEED WITH CAUTION !,35,0.702,0.607,5,-3.511,1,0.13,0.00325,0.00351,0.388,0.418,82.482,75107,4
670,X Up,Excision,Codename X,29,0.593,0.964,10,-3.345,0,0.112,0.0106,1.37e-06,0.133,0.148,87.095,242759,4
671,Die Born,Days Of The New,Days Of The New (Red Album),37,0.516,0.703,6,-7.061,1,0.0272,0.0807,0.0,0.0912,0.471,149.915,236573,4
672,Complicado - Ao Vivo,Akatu,"Encontro de Gerações, Vol. 03 (Ao Vivo)",54,0.613,0.493,5,-9.445,1,0.038,0.536,0.0,0.384,0.623,143.849,163200,4
673,Obey (with YUNGBLUD),Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,63,0.462,0.99,1,-3.175,0,0.211,0.000103,0.0,0.374,0.204,137.061,220539,4
674,bleach,Vandalism,bleach,62,0.63,0.823,0,-11.455,1,0.0404,0.00221,0.00197,0.73,0.467,120.046,120000,4
675,Son Of Suffering (Live),Bethel Music,Homecoming (Live),47,0.375,0.508,1,-9.399,1,0.0335,0.115,2.04e-06,0.0647,0.124,135.024,479771,4
676,SET DO DJ VICTOR 2,MC Menor da VG,SET DO DJ VICTOR 2,53,0.804,0.571,11,-3.935,1,0.486,0.456,0.0,0.348,0.795,179.969,432000,4
677,The Snowstorm: VIII. Echoes of waltz,Georgy Sviridov,"Sviridov: The Snowstorm, Miniature Triptych, Cantata 'Snow Is Falling'; Tchaikovsky: Capriccio Italien, Op. 45",28,0.332,0.0229,2,-32.312,1,0.0398,0.917,0.691,0.389,0.434,63.636,113160,4
678,A Girl Like You,Edwyn Collins,Gorgeous George,66,0.619,0.781,5,-7.456,0,0.0393,0.0245,0.000293,0.402,0.533,126.266,236583,4
679,Lluvia de Abril,Bajo Sueños,Lluvia de Abril,20,0.553,0.923,4,-3.405,0,0.0308,0.0584,0.000903,0.444,0.596,99.976,247204,4
680,New Religion,The Heydaze,New Religion,48,0.537,0.863,7,-4.46,1,0.0446,0.00201,0.0,0.201,0.484,97.02,203587,4
681,So Far Away,Staind,14 Shades of Grey,67,0.407,0.896,6,-2.935,1,0.063,0.012,0.0,0.196,0.156,138.697,243573,3
682,Juicebox,The Strokes,First Impressions Of Earth,56,0.462,0.981,2,-2.371,0,0.127,0.00166,0.00894,0.0856,0.547,154.995,194573,4
683,Clandestino,Shakira,Clandestino,66,0.766,0.822,1,-4.126,0,0.16,0.39,3.37e-05,0.349,0.881,165.842,231921,4
684,ハートに火をつけて,9mm Parabellum Bullet,ハートに火をつけて,25,0.513,0.946,6,-3.486,0,0.0435,8.62e-06,0.00794,0.0562,0.776,102.515,241453,4
685,The Fairy Queen (2003 - Remaster),Clannad,Magical Ring (2003 - Remaster),23,0.602,0.0872,7,-19.921,1,0.0461,0.983,0.933,0.111,0.206,91.807,161760,3
686,Brown Eyed Handsome Man,Waylon Jennings,Waylon,38,0.622,0.486,2,-12.544,1,0.0355,0.661,2.73e-05,0.214,0.908,152.169,120733,4
687,Wang Qing Shui 忘情水,Helen Huang,Wang Qing Shui 忘情水,5,0.382,0.484,1,-8.649,1,0.0303,0.913,0.000407,0.109,0.464,136.57,304243,4
688,On Air,What So Not,On Air,23,0.56,0.728,1,-6.207,0,0.0417,0.00608,0.00102,0.0968,0.198,104.058,237489,4
689,Faithless Love,Linda Ronstadt,Heart Like A Wheel,32,0.601,0.368,1,-12.572,1,0.0338,0.758,6.41e-05,0.101,0.236,122.085,195173,4
690,I'm Going Home - Live at Woodstock,Ten Years After,Goin' Home!,41,0.383,0.9,2,-9.782,1,0.222,0.31,0.0037,0.945,0.386,119.231,571667,4
691,SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,Race of the Stars: Fit with Music Vol. 2,24,0.572,0.915,5,-4.451,0,0.0625,0.0111,0.0,0.339,0.68,123.916,164516,4
692,Israelites,Desmond Dekker & The Aces,Intensified (Bonus Tracks Edition),38,0.709,0.5,10,-8.59,1,0.0488,0.812,1.88e-06,0.0915,0.973,73.359,157693,4
693,High (feat. Apache),Rawayana,Trippy Caribbean,65,0.798,0.791,10,-7.05,0,0.0601,0.134,0.0,0.109,0.82,104.044,288388,4
694,Be Free - Mat Zo Remix,Amster Dyen,A State Of Trance Radio Top 15 - July 2009 (Inlcuding Classic Bonus Track),1,0.654,0.928,1,-5.117,1,0.0784,0.00056,0.805,0.711,0.138,134.025,458507,4
695,Gas Me Up,ITZY,CRAZY IN LOVE,43,0.727,0.874,0,-2.629,1,0.286,0.00958,0.0,0.141,0.33,177.17,149453,4
696,エル・トゥルマニエ ＜虹の神＞,Taeko Onuki,SIGNIFIE (Mastered by Bernie Grundman),5,0.637,0.42,0,-10.109,1,0.0253,0.757,0.603,0.316,0.282,111.585,197573,4
697,三暝三日,Jacky Wu,吳盡的愛,39,0.505,0.288,2,-13.264,1,0.0407,0.804,4.17e-06,0.152,0.188,119.857,250560,4
698,The Letters (feat. Ella Dane Morgan),Brian D'Arcy James,Days of Wine and Roses (Original Cast Recording),6,0.417,0.0496,8,-21.234,1,0.0404,0.959,0.000105,0.133,0.0949,96.923,223544,3
699,Penas de Antaño,Bizarrap,en dormir sin Madrid,68,0.751,0.541,7,-7.691,1,0.049,0.541,0.00146,0.216,0.453,140.133,201272,4
700,"Desert Moon - From ""Aladdin""",Mena Massoud,"Desert Moon (From ""Aladdin"")",39,0.397,0.113,8,-14.601,1,0.0362,0.892,1.42e-06,0.108,0.166,89.744,172253,4
701,Left Eye,BigXthaPlug,AMAR (Deluxe),20,0.92,0.893,5,-7.605,0,0.239,0.0355,1.14e-06,0.0405,0.175,119.961,122000,4
702,"Se - Bonus Track / De ""Cinema Paradiso""",Andrea Bocelli,Cinema (Edición Especial En Español),21,0.125,0.318,7,-10.635,0,0.0428,0.964,9.19e-05,0.103,0.0522,80.986,254439,3
703,Sen Oralı Değilsin,Selami Şahin,2000'e Merhaba,5,0.374,0.486,8,-7.803,0,0.0331,0.513,0.0,0.116,0.299,92.306,275853,4
704,Das Leben ist ne Party - Harris & Ford Remix,Isi Glück,Das Leben ist ne Party,48,0.656,0.946,0,-1.691,0,0.0751,0.0487,2.2e-06,0.141,0.425,132.016,238388,4
705,Tillfälligheter / Hungry Hearts - Mashup,Nause,Tillfälligheter / Hungry Hearts (Mashup),66,0.586,0.78,0,-7.076,1,0.0395,0.02,0.0,0.105,0.416,127.963,194933,4
706,La hoguera de los continentes,La Raíz,Entre poetas y presos,50,0.594,0.468,9,-9.694,0,0.0361,0.81,0.0,0.392,0.678,90.047,192447,4
707,Ra Pam Pam,Golden Child,Golden Child 2nd Album [Game Changer],37,0.685,0.962,4,-1.188,0,0.124,0.115,0.0,0.0926,0.667,102.045,211160,4
708,"Run, Baby, Run - Live From Parco Novi Sad, Modena, Italy/1996",Sheryl Crow,Hits And Rarities,22,0.457,0.638,4,-6.423,1,0.0333,0.147,0.0,0.789,0.332,124.054,367573,3
709,From Here to Eternity - Enne Utopia Remix,Giorgio Moroder,Giorgio Moroder Club Remixes Selection 3 - Back to the Roots,1,0.607,0.785,10,-10.004,0,0.0429,0.000293,0.826,0.614,0.359,125.997,342871,4
710,"Estudio No. 5 ""La hilandera de la abuelita"" (Arr. A. Nieto-Dorantes & A. Picard for Solo Piano)",Manuel Ponce,Ponce: Complete Piano Works Vol. 1 & 2,0,0.436,0.0678,7,-24.048,1,0.0376,0.993,0.873,0.12,0.0457,64.165,142573,5
711,24 Hour Deva Vu,Quicksilver Messenger Service,Peace By Piece,1,0.621,0.884,2,-7.06,1,0.0375,0.191,0.00388,0.147,0.859,126.953,270413,4
712,Dance With The Pattesutter - D-Devils vs. Pattesutter,D-Devils,Dance With The Pattesutter (D-Devils vs. Pattesutter),22,0.746,0.964,4,-2.279,1,0.08,0.000134,0.000176,0.279,0.698,138.973,140063,3
713,Off You,The Breeders,Title Tk,45,0.464,0.102,10,-18.76,1,0.0319,0.965,0.0277,0.108,0.0642,81.165,295667,4
714,I'm Not The Only One,Sam Smith,In The Lonely Hour,82,0.678,0.484,5,-5.795,1,0.0361,0.529,2.01e-05,0.0766,0.493,82.004,239317,4
715,On The Nile - 2017 Remaster,Peshay,On The Nile (2017 Remaster),32,0.597,0.746,10,-5.865,0,0.0435,0.0026,0.834,0.0782,0.452,165.251,502348,4
716,On The Nile - 2017 Remaster,Peshay,On The Nile (2017 Remaster),32,0.597,0.746,10,-5.865,0,0.0435,0.0026,0.834,0.0782,0.452,165.251,502348,4
717,No Intention,Dirty Projectors,Bitte Orca,25,0.578,0.665,8,-6.89,1,0.0355,0.343,0.00788,0.286,0.577,79.864,257133,4
718,Tecumseh Valley - Live from the Ryman,Charley Crockett,Live from the Ryman,30,0.483,0.367,2,-7.63,1,0.0332,0.933,0.000168,0.715,0.355,98.082,167787,3
719,Naakka Mukka,Vijay Antony,Kadhalil Vizhundhen (Original Motion Picture Soundtrack),38,0.66,0.99,6,-1.028,0,0.0852,0.507,0.637,0.0691,0.758,95.018,303182,4
720,Helsingin helle - Silvie,Katri Helena,Laulu jää,10,0.562,0.529,7,-15.65,1,0.137,0.633,0.0,0.0584,0.858,105.66,200960,4
721,Lady Killers III,G-Eazy,Lady Killers III,62,0.708,0.732,7,-6.766,0,0.145,0.0438,0.0,0.139,0.465,135.99,176132,4
722,The More I Seek You,Klaus,Healing Waters,45,0.353,0.0777,7,-16.561,1,0.0369,0.82,0.0,0.562,0.339,124.379,247014,4
723,"Ridin' High / I'm Shootin' High - Live At Michael's Pub, New York City, NY / October 7-8, 1992",Mel Tormé,The Great American Songbook: Live At Michael's Pub,1,0.442,0.411,1,-19.525,1,0.379,0.154,0.0,0.848,0.63,119.098,179240,4
724,72 Virgins,Joe Rogan,Shiny Happy Jihad,24,0.546,0.698,10,-8.578,0,0.949,0.741,0.0,0.571,0.494,79.293,180613,1
725,Pesnja posvjascaetsja moja,Mark Bernes,Ja ulybajus' tebe,2,0.49,0.433,9,-13.152,0,0.034,0.834,0.00219,0.126,0.921,107.757,164032,4
726,Holterdiepolter - LIZOT Remix Edit,Anstandslos & Durchgeknallt,Holterdiepolter (LIZOT Remix),23,0.477,0.87,0,-5.812,1,0.245,0.0892,0.0,0.174,0.486,123.917,195600,4
727,Porn from Spain 3 (Bonus Track) (feat. K.I.Z & Ice-T) - Actionhorn remix,Callejon,Hartgeld im Club (Bonus Tracks Version),10,0.636,0.883,11,-7.454,0,0.111,0.148,0.0,0.115,0.473,129.967,225231,4
728,女人夢,詹雅雯,詹雅雯 女人夢,35,0.337,0.513,4,-4.563,1,0.046,0.432,0.0,0.664,0.47,77.803,218827,3
729,Private Landing (feat. Justin Bieber & Future),Don Toliver,Love Sick,76,0.858,0.641,1,-4.31,0,0.0954,0.111,2.12e-05,0.109,0.445,136.991,238253,4
730,Suspense Music,Gabriel Andrade Produções,Suspense Music,30,0.269,0.00388,2,-28.105,1,0.0546,0.978,0.922,0.111,0.0789,174.525,153693,4
731,Opaque,Johanna Linnea Jakobsson,Alone Together,32,0.468,0.118,10,-13.048,0,0.0348,0.904,0.000734,0.139,0.174,116.303,341798,4
732,El Tren de las 16,Pappo's Blues,"Pappo's Blues, Vol. 2",28,0.692,0.819,7,-4.984,1,0.161,0.0811,0.629,0.541,0.664,131.52,159387,4
733,Elephant Gun,Beirut,Artifacts,53,0.211,0.708,8,-6.008,1,0.0507,0.798,0.00402,0.0742,0.476,179.794,345093,3
734,69 Pleasures,Samantha Delight,Erotic Meditation: Hypnosis for Men,4,0.187,0.045,7,-35.484,1,0.0406,0.894,0.966,0.0687,0.056,158.206,191133,4
735,"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",71,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
736,Felices los 4 - Urban Version,Maluma,Felices los 4 (4 Versiones),37,0.82,0.705,5,-5.149,1,0.163,0.232,0.0,0.124,0.682,93.998,224265,4
737,You Are Here (BTS World Original Soundtrack) (Instrumental),Lee Hyun,BTS WORLD (Original Soundtrack),25,0.364,0.411,2,-7.744,1,0.0294,0.0128,0.92,0.136,0.106,139.986,216372,4
738,Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sinatra,A Jolly Christmas From Frank Sinatra,51,0.303,0.137,8,-15.235,1,0.032,0.913,7.31e-06,0.267,0.299,137.484,206600,4
739,Glowin' Up,Sofia Carson,"Glowin' Up (from the Netflix film ""My Little Pony: A New Generation"")",47,0.696,0.699,5,-4.997,1,0.0571,0.205,1.03e-06,0.262,0.816,114.953,191094,4
740,Morning Has Broken - Remastered 2021,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),68,0.443,0.365,7,-11.829,1,0.0315,0.592,0.00484,0.0886,0.398,133.156,199453,3
741,Cry Out,ONE OK ROCK,35xxxv (Deluxe Edition),49,0.334,0.941,5,-4.406,1,0.111,0.00154,0.0,0.151,0.282,168.032,227933,4
742,思い出ファースト,Nogizaka46,生まれてから初めて見た夢 (Complete Edition),39,0.465,0.882,6,-3.545,1,0.0404,0.00632,0.000208,0.123,0.698,158.982,252293,4
743,Feel Like Making Love - 2015 GH Version,George Benson,The Ultimate Collection,28,0.736,0.515,11,-12.601,1,0.0331,0.3,0.000241,0.0403,0.776,112.427,263013,4
744,Old Town Road,Lil Nas X,7 EP,72,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
745,"Concerto For Two Pianos, K. 365, 3rd Movement",Wolfgang Amadeus Mozart,Amadeus (The Complete Soundtrack Recording),22,0.384,0.0953,3,-24.118,1,0.0389,0.989,0.889,0.0514,0.253,84.277,434427,4
746,Have A Nice Day,Treaty Oak Revival,Have A Nice Day,61,0.443,0.903,7,-3.539,0,0.088,0.00453,0.0,0.11,0.336,159.9,275607,4
747,A História de Lily Braun,Maria Gadú,Maria Gadú,34,0.761,0.39,0,-8.486,0,0.0492,0.424,0.0,0.237,0.49,119.933,253000,4
748,"Pluie pour dormir avec tonnerre, pt. 25",Sons de la Nature Projet France,Pluie pour dormir (Avec tonnerre),28,0.137,0.991,1,-27.001,1,0.212,0.0537,0.987,0.472,0.0027,142.028,96222,4
749,Elevate (feat. RANI),Lewis Thompson,Elevate (feat. RANI),41,0.735,0.849,5,-4.573,0,0.035,0.00817,0.00227,0.311,0.572,135.011,132468,4
750,Thank You Jah,Vybz Kartel,The Voice of the Jamaican Ghetto - Incarcerated But Not Silenced (Roots & Culture),48,0.531,0.663,5,-11.552,0,0.423,0.755,0.0,0.138,0.82,97.725,232067,4
751,River of Deceit,Mad Season,Above (Deluxe Edition),53,0.455,0.29,0,-11.473,1,0.0288,0.0614,0.00225,0.101,0.169,88.523,302907,4
752,Deutschland im Herbst - Live am Hockenheimring 2015,Böhse Onkelz,Böhse für's Leben - Live am Hockenheimring 2015,22,0.365,0.934,7,-10.312,0,0.0492,0.00108,0.00723,0.967,0.327,180.143,273137,4
753,"Big Empty (Live at Club la Vela, Panama City Beach, FL, 3/14/1997) - 2021 Remaster",Stone Temple Pilots,Tiny Music... Songs From The Vatican Gift Shop (Super Deluxe Edition) [2021 Remaster],11,0.245,0.801,0,-6.852,1,0.0523,0.032,0.689,0.965,0.322,121.414,304867,4
754,Roosevelt and Ira Lee - Night of the Mossacin,Tony Joe White,Continued,28,0.847,0.356,11,-15.243,0,0.242,0.506,0.0352,0.115,0.741,126.902,183573,4
755,Narînê,Rojda,Narînê,51,0.732,0.908,11,-6.376,0,0.118,0.116,0.000902,0.447,0.689,130.039,186055,4
756,Hit Me With Your Best Shot - Remastered 1999,Pat Benatar,Synchronistic Wanderings,40,0.711,0.702,4,-6.058,1,0.03,0.108,6.17e-06,0.259,0.949,127.418,171293,4
757,Norton Midgate,Jega,Phlax,11,0.672,0.876,1,-6.466,1,0.0813,0.00388,0.9,0.0747,0.519,153.482,306779,4
758,Hours In Silence,Drake,Her Loss,70,0.476,0.406,6,-11.144,0,0.0758,0.24,0.0,0.141,0.12,136.947,399154,4
759,"Ehre sei Gott in der Höhe, BWV 197a: Wohlan! so will ich mich",Johann Sebastian Bach,"Bach: Cantatas, Vol. 54",1,0.279,0.048,1,-16.884,1,0.0413,0.987,0.547,0.121,0.112,80.762,76707,4
760,"Ehre sei Gott in der Höhe, BWV 197a: Wohlan! so will ich mich",Johann Sebastian Bach,"Bach: Cantatas, Vol. 54",1,0.279,0.048,1,-16.884,1,0.0413,0.987,0.547,0.121,0.112,80.762,76707,4
761,Repeat After Me (Interlude),The Weeknd,After Hours,59,0.555,0.62,0,-7.918,1,0.0314,0.0315,0.000225,0.0917,0.139,95.035,195813,4
762,Mind Over Matter,Young the Giant,Mind Over Matter,71,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,244693,4
763,Power To Undo,Brittany Howard,What Now,36,0.612,0.818,4,-5.886,1,0.0509,0.107,0.0,0.428,0.731,111.351,170293,4
764,Old Skool New Skool,DING DONG,Old Skool New Skool,36,0.683,0.688,9,-6.365,1,0.304,0.0437,0.0,0.114,0.2,199.948,180192,4
765,Me Enamoré,Shakira,El Dorado,66,0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,4
766,THANK U VERY MUCH,BESTie,BESTie 3rd Digital Single,23,0.795,0.861,11,-2.848,1,0.0445,0.0484,0.0,0.362,0.759,107.013,192792,4
767,Humba Täterä - Stadion-Mix,Tim Toupet,Humba Täterä (Gebt Mir Ein H vs. DJ Padre),24,0.764,0.986,1,-2.677,0,0.165,0.165,0.0,0.0951,0.384,127.974,189027,4
768,Infiltrate,Sean Paul,Stage One,46,0.732,0.752,11,-7.836,0,0.382,0.667,0.0,0.525,0.593,88.868,209467,4
769,Jamais Serão,Filipe Ret,Numa Margem Distante,50,0.675,0.484,5,-12.586,0,0.251,0.288,0.0,0.152,0.641,90.877,243717,4
770,The Prison Realm ( Jujutsu Kaisen) - Trap Remix,Bakrou,The Prison Realm ( Jujutsu Kaisen) [Trap Remix],32,0.726,0.275,11,-17.597,1,0.0571,0.0358,0.113,0.113,0.428,158.195,124415,4
771,Easy to Slip,Little Feat,Sailin' Shoes,40,0.445,0.717,7,-8.012,1,0.0297,0.00835,0.009,0.437,0.443,140.891,201467,4
772,The Kids Aren't Alright,The Offspring,Americana,81,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160,4
773,E.t. / Kiss Me - Hardstyle,BAKI,E.t. / Kiss Me,38,0.554,0.899,1,-4.722,0,0.223,0.0163,0.0392,0.0781,0.633,182.962,171516,4
774,Irish Nighthawks,The Cyclist,Beat at the Heart of the City,0,0.413,0.189,1,-15.067,1,0.0286,0.44,5.36e-05,0.0953,0.232,80.312,149598,4
775,Everything's Alright,conscience,Everything's Alright,49,0.863,0.611,7,-9.613,1,0.158,0.00347,0.000159,0.0865,0.0518,104.959,203429,4
776,Look At Me I'm Sandra Dee (Reprise) (Glee Cast Version),Glee Cast,Glee: The Music presents Glease,25,0.386,0.113,9,-12.662,1,0.0321,0.962,3.23e-06,0.0851,0.262,70.969,87640,4
777,The Spectre,Alan Walker,The Spectre,71,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,193788,4
778,Where Are You Now,Lost Frequencies,All Stand Together,82,0.762,0.632,6,-8.312,0,0.085,0.51,0.000205,0.18,0.282,121.031,149067,4
779,Daddy Don't Live In That New York City No More,Steely Dan,Katy Lied,40,0.842,0.587,7,-10.59,1,0.0366,0.0964,0.0,0.0628,0.751,111.916,194040,4
780,Ab in den Süden - SANE & Lietru Extended Remix,Buddy,Ab in den Süden (SANE & Lietru Remix),22,0.632,0.895,10,-6.927,1,0.116,0.0208,1.53e-05,0.237,0.581,180.02,183529,4
781,I'm a Man (Live - 1967 German Tv Broadcast),The Yardbirds,The Yardbirds Story - Pt. 4 - 1966/67 - An Eye View of Beat,0,0.389,0.542,5,-14.91,0,0.114,0.148,0.579,0.781,0.507,142.576,372693,4
782,No Good (Start the Dance) - Edit,The Prodigy,No Good (Start the Dance),39,0.633,0.942,5,-12.969,0,0.0454,0.00441,0.778,0.124,0.207,144.996,241293,4
783,HOT N COLD (HARDSTYLE SPED UP),SICK LEGEND,HOT N COLD (HARDSTYLE SPED UP),48,0.526,0.923,8,-3.645,0,0.0382,0.000537,0.0027,0.459,0.34,94.489,165079,4
784,"Feedbacker, Pt. 3",Boris,Boris at Last - Feedbacker,26,0.0742,0.886,1,-2.326,0,0.0658,5.73e-05,0.855,0.191,0.23,177.11,352333,3
785,Bassface - Element Z Remix,Vinylgroover,The Remix EP Bundle,0,0.428,0.916,5,-5.321,1,0.0715,0.0123,0.00461,0.0733,0.365,173.995,216552,4
786,Onenight.Lovegame,KANKAKU PIERO,Iroirotoiro,6,0.251,0.97,6,-2.442,0,0.173,0.000499,0.000732,0.222,0.606,148.079,181918,4
787,Stupid Cupid,Connie Francis,Gold,54,0.609,0.794,3,-4.739,1,0.0389,0.734,6.18e-05,0.0479,0.968,136.036,133747,4
788,ITEM,Stray Kids,5-STAR,64,0.762,0.819,7,-2.307,1,0.106,0.0317,0.0,0.332,0.704,161.994,191533,4
789,Tell Me Anthing,Andy Stott,Balance 020 (Mixed By Deetron) [Un-Mixed Version],27,0.886,0.458,2,-13.573,1,0.119,0.109,0.911,0.113,0.269,109.029,343486,4
790,Slow This Bird Down,Boards of Canada,The Campfire Headphase,32,0.572,0.374,11,-13.496,0,0.0312,0.635,0.938,0.368,0.0399,133.68,369147,4
791,And Us,Tomasz Bednarczyk,Catbient,29,0.165,0.041,8,-33.293,1,0.0438,0.963,0.873,0.0987,0.115,68.006,147000,4
792,Let Him Go,Beenie Man,The Doctor,41,0.753,0.917,1,-8.629,1,0.0843,0.755,3.6e-06,0.0736,0.914,93.677,207307,4
793,Old Man - 2009 Remaster,Neil Young,Harvest (2009 Remaster),57,0.702,0.245,7,-15.286,1,0.0357,0.431,0.00885,0.0963,0.447,141.173,202147,4
794,Vruć sunčan dan,BIGru i Paja Kratak,Rep Kaki Volem,23,0.759,0.905,7,-6.601,1,0.212,0.59,3.72e-06,0.274,0.736,95.004,161684,4
795,Johnny Libertine,Sum 41,Heaven :x: Hell,44,0.387,0.961,0,-3.041,1,0.236,0.000225,0.0,0.26,0.798,197.863,95465,4
796,No Clue,NCT 127,WALK - The 6th Album,55,0.808,0.647,5,-5.095,0,0.267,0.116,0.0,0.146,0.391,95.061,193920,4
797,Medley 80ero - En Vivo,Timbiriche,Vivo En Vivo,18,0.331,0.93,7,-4.48,1,0.0825,0.0816,0.0,0.766,0.541,137.978,958366,4
798,Mulher de 40 - Versão Remasterizada,Roberto Carlos,Roberto Carlos (1996 Remasterizado),49,0.704,0.398,2,-9.99,1,0.0271,0.167,0.00172,0.127,0.499,104.061,322667,4
799,In The Air - Original Mix,Mr Deep,In The Air,48,0.88,0.507,2,-8.689,0,0.0865,0.0103,0.0621,0.0629,0.694,117.974,437786,4
800,CZARNA NOC,Dycha,CZARNA NOC,26,0.8,0.789,7,-8.25,1,0.143,0.444,0.0135,0.128,0.731,129.102,153000,4
801,CZARNA NOC,Dycha,CZARNA NOC,26,0.8,0.789,7,-8.25,1,0.143,0.444,0.0135,0.128,0.731,129.102,153000,4
802,Ransom,Lil Tecca,We Love You Tecca,82,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,4
803,Reggae do Manero - Ao Vivo | Acústico,Raimundos,Acústico - Ao Vivo,41,0.708,0.809,10,-4.129,0,0.0611,0.178,1.62e-06,0.368,0.625,134.053,325024,4
804,Bubalu,Becky G,Bubalu,68,0.8,0.355,6,-10.47,0,0.0895,0.616,0.0,0.118,0.253,145.929,228493,4
